# START_DATE format is %Y-%m-%d
# END_DATE format is %Y-%m-%d
# DAYS is the amount of days between START_DATE and END_DATE (days)
# SITE is the evapotranspiration measurement site
# ET is the evapotranspiration amount between START_DATE and END_DATE (mm)
START_DATE,END_DATE,DAYS,SITE,ET
2003-07-21,2003-07-31,11,ET1,31
2003-08-01,2003-08-10,10,ET1,17
2003-08-11,2003-08-20,10,ET1,15
2003-08-21,2003-08-31,11,ET1,11
2003-09-01,2003-09-10,10,ET1,11
2003-09-11,2003-09-20,10,ET1,10
2003-09-21,2003-09-30,10,ET1,6
2004-05-01,2004-05-10,10,ET1,24
2004-05-11,2004-05-20,10,ET1,16
2004-05-21,2004-05-31,11,ET1,20
2004-06-01,2004-06-10,10,ET1,19
2004-06-11,2004-06-20,10,ET1,23
2004-06-21,2004-06-30,10,ET1,18
2004-07-01,2004-07-10,10,ET1,23
2004-07-11,2004-07-20,10,ET1,40
2004-07-21,2004-07-31,11,ET1,24
2004-08-01,2004-08-10,10,ET1,26
2004-08-11,2004-08-20,10,ET1,17
2004-08-21,2004-08-31,11,ET1,16
2004-09-01,2004-09-10,10,ET1,10
2004-09-11,2004-09-20,10,ET1,6
2004-09-21,2004-09-30,10,ET1,4
2005-05-01,2005-05-10,10,ET1,20
2005-05-11,2005-05-20,10,ET1,13
2005-05-21,2005-05-31,11,ET1,26
2005-06-01,2005-06-10,10,ET1,20
2005-06-11,2005-06-20,10,ET1,22
2005-06-21,2005-06-30,10,ET1,30
2005-07-01,2005-07-10,10,ET1,30
2005-07-11,2005-07-20,10,ET1,27
2005-07-21,2005-07-31,11,ET1,21
2005-08-01,2005-08-10,10,ET1,17
2005-08-11,2005-08-20,10,ET1,18
2005-08-21,2005-08-31,11,ET1,17
2005-09-01,2005-09-10,10,ET1,14
2005-09-11,2005-09-20,10,ET1,7
2005-09-21,2005-09-30,10,ET1,5
2006-05-01,2006-05-10,10,ET1,18
2006-05-11,2006-05-20,10,ET1,19
2006-05-21,2006-05-31,11,ET1,21
2006-06-01,2006-06-10,10,ET1,24
2006-06-11,2006-06-20,10,ET1,26
2006-06-21,2006-06-30,10,ET1,22
2006-07-01,2006-07-10,10,ET1,31
2006-07-11,2006-07-20,10,ET1,29
2006-07-21,2006-07-31,11,ET1,17
2006-08-01,2006-08-10,10,ET1,38
2006-08-11,2006-08-20,10,ET1,20
2006-08-21,2006-08-31,11,ET1,13
2006-09-01,2006-09-10,10,ET1,13
2006-09-11,2006-09-20,10,ET1,11
2006-09-21,2006-09-30,10,ET1,3
2007-05-21,2007-05-31,11,ET1,19
2007-06-01,2007-06-10,10,ET1,28
2007-06-11,2007-06-20,10,ET1,22
2007-06-21,2007-06-30,10,ET1,19
2007-07-01,2007-07-10,10,ET1,23
2007-07-11,2007-07-20,10,ET1,22
2007-07-21,2007-07-31,11,ET1,22
2007-08-01,2007-08-10,10,ET1,27
2007-08-11,2007-08-20,10,ET1,19
2007-08-21,2007-08-31,11,ET1,12
2007-09-01,2007-09-10,10,ET1,9
2007-09-11,2007-09-20,10,ET1,7
2007-09-21,2007-09-30,10,ET1,10
2008-05-01,2008-05-10,10,ET1,9
2008-05-11,2008-05-20,10,ET1,14
2008-05-21,2008-05-31,11,ET1,21
2008-06-01,2008-06-10,10,ET1,22
2008-06-11,2008-06-20,10,ET1,17
2008-06-21,2008-06-30,10,ET1,22
2008-07-01,2008-07-10,10,ET1,21
2008-07-11,2008-07-20,10,ET1,16
2008-07-21,2008-07-31,11,ET1,25
2008-08-01,2008-08-10,10,ET1,13
2008-08-11,2008-08-20,10,ET1,20
2008-08-21,2008-08-31,11,ET1,20
2008-09-01,2008-09-10,10,ET1,23
2008-09-11,2008-09-20,10,ET1,10
2008-09-21,2008-09-30,10,ET1,11
2009-05-21,2009-05-31,11,ET1,28
2009-06-01,2009-06-10,10,ET1,40
2009-06-11,2009-06-20,10,ET1,43
2009-06-21,2009-06-30,10,ET1,30
2009-07-01,2009-07-10,10,ET1,27
2009-07-11,2009-07-20,10,ET1,26
2009-07-21,2009-07-31,11,ET1,26
2009-08-01,2009-08-10,10,ET1,20
2009-08-11,2009-08-20,10,ET1,36
2009-08-21,2009-08-31,11,ET1,23
2009-09-01,2009-09-10,10,ET1,26
2009-09-11,2009-09-20,10,ET1,8
2009-09-21,2009-09-30,10,ET1,18
2010-05-01,2010-05-10,10,ET1,11
2010-05-11,2010-05-20,10,ET1,25
2010-05-21,2010-05-31,11,ET1,12
2010-06-01,2010-06-10,10,ET1,29
2010-06-11,2010-06-20,10,ET1,27
2010-06-21,2010-06-30,10,ET1,46
2010-07-01,2010-07-10,10,ET1,32
2010-07-11,2010-07-20,10,ET1,31
2010-07-21,2010-07-31,11,ET1,26
2010-08-01,2010-08-10,10,ET1,25
2010-08-11,2010-08-20,10,ET1,19
2010-08-21,2010-08-31,11,ET1,16
2010-09-01,2010-09-10,10,ET1,9
2010-09-11,2010-09-20,10,ET1,7
2010-09-21,2010-09-30,10,ET1,6
2011-05-11,2011-05-20,10,ET1,22
2011-05-21,2011-05-31,11,ET1,42
2011-06-01,2011-06-10,10,ET1,32
2011-06-11,2011-06-20,10,ET1,17
2011-06-21,2011-06-30,10,ET1,23
2011-07-01,2011-07-10,10,ET1,24
2011-07-11,2011-07-20,10,ET1,20
2011-07-21,2011-07-31,11,ET1,24
2011-08-01,2011-08-10,10,ET1,22
2011-08-11,2011-08-20,10,ET1,9
2011-08-21,2011-08-31,11,ET1,11
2011-09-01,2011-09-10,10,ET1,8
2011-09-11,2011-09-20,10,ET1,7
2011-09-21,2011-09-30,10,ET1,8
2012-05-11,2012-05-20,10,ET1,31
2012-05-21,2012-05-31,11,ET1,26
2012-06-01,2012-06-10,10,ET1,24
2012-06-11,2012-06-20,10,ET1,26
2012-06-21,2012-06-30,10,ET1,30
2012-07-01,2012-07-10,10,ET1,26
2012-07-11,2012-07-20,10,ET1,53
2012-07-21,2012-07-31,11,ET1,31
2012-08-01,2012-08-10,10,ET1,20
2012-08-11,2012-08-20,10,ET1,23
2012-08-21,2012-08-31,11,ET1,11
2012-09-01,2012-09-10,10,ET1,8
2012-09-11,2012-09-20,10,ET1,11
2012-09-21,2012-09-30,10,ET1,25
2013-05-01,2013-05-10,10,ET1,35
2013-05-11,2013-05-20,10,ET1,60
2013-05-21,2013-05-31,11,ET1,56
2013-06-01,2013-06-10,10,ET1,36
2013-06-11,2013-06-20,10,ET1,23
2013-06-21,2013-06-30,10,ET1,30
2013-07-01,2013-07-10,10,ET1,25
2013-07-11,2013-07-20,10,ET1,21
2013-07-21,2013-07-31,11,ET1,23
2013-08-01,2013-08-10,10,ET1,11
2013-08-11,2013-08-20,10,ET1,16
2013-08-21,2013-08-31,11,ET1,18
2013-09-01,2013-09-10,10,ET1,12
2013-09-11,2013-09-20,10,ET1,8
2013-09-21,2013-09-30,10,ET1,3
2014-05-01,2014-05-10,10,ET1,27
2014-05-11,2014-05-20,10,ET1,30
2014-05-21,2014-05-31,11,ET1,34
2014-06-01,2014-06-10,10,ET1,16
2014-06-11,2014-06-20,10,ET1,25
2014-06-21,2014-06-30,10,ET1,17
2014-07-01,2014-07-10,10,ET1,23
2014-07-11,2014-07-20,10,ET1,30
2014-07-21,2014-07-31,11,ET1,31
2014-08-01,2014-08-10,10,ET1,25
2014-08-11,2014-08-20,10,ET1,11
2014-08-21,2014-08-31,11,ET1,28
2014-09-01,2014-09-10,10,ET1,16
2014-09-11,2014-09-20,10,ET1,8
2014-09-21,2014-09-30,10,ET1,6
2015-05-01,2015-05-10,10,ET1,6
2015-05-11,2015-05-20,10,ET1,15
2015-05-21,2015-05-31,11,ET1,23
2015-06-01,2015-06-10,10,ET1,28
2015-06-11,2015-06-20,10,ET1,19
2015-06-21,2015-06-30,10,ET1,20
2015-07-01,2015-07-10,10,ET1,22
2015-07-11,2015-07-20,10,ET1,18
2015-07-21,2015-07-31,11,ET1,15
2015-08-01,2015-08-10,10,ET1,24
2015-08-11,2015-08-20,10,ET1,16
2015-08-21,2015-08-31,11,ET1,13
2015-09-01,2015-09-10,10,ET1,10
2015-09-11,2015-09-20,10,ET1,23
2015-09-21,2015-09-30,10,ET1,4
2016-05-01,2016-05-10,10,ET1,24
2016-05-11,2016-05-20,10,ET1,21
2016-05-21,2016-05-31,11,ET1,19
2016-06-01,2016-06-10,10,ET1,21
2016-06-11,2016-06-20,10,ET1,19
2016-06-21,2016-06-30,10,ET1,14
2016-07-01,2016-07-10,10,ET1,34
2016-07-11,2016-07-20,10,ET1,16
2016-07-21,2016-07-31,11,ET1,20
2016-08-01,2016-08-10,10,ET1,37
2016-08-11,2016-08-20,10,ET1,67
2016-08-21,2016-08-31,11,ET1,50
2016-09-01,2016-09-10,10,ET1,21
2016-09-11,2016-09-20,10,ET1,19
2016-09-21,2016-09-30,10,ET1,14
2017-05-01,2017-05-10,10,ET1,21
2017-05-11,2017-05-20,10,ET1,29
2017-05-21,2017-05-31,11,ET1,23
2017-06-01,2017-06-10,10,ET1,8
2017-06-11,2017-06-20,10,ET1,22
2017-06-21,2017-06-30,10,ET1,34
2017-07-01,2017-07-10,10,ET1,13
2017-07-11,2017-07-20,10,ET1,30
2017-07-21,2017-07-31,11,ET1,17
2017-08-01,2017-08-10,10,ET1,61
2017-08-11,2017-08-20,10,ET1,21
2017-08-21,2017-08-31,11,ET1,49
2017-09-01,2017-09-10,10,ET1,8
2017-09-11,2017-09-20,10,ET1,9
2017-09-21,2017-09-30,10,ET1,11
2018-05-01,2018-05-10,10,ET1,22
2018-05-11,2018-05-20,10,ET1,28
2018-05-21,2018-05-31,11,ET1,32
2018-06-01,2018-06-10,10,ET1,17
2018-06-11,2018-06-20,10,ET1,21
2018-06-21,2018-06-30,10,ET1,19
2018-07-01,2018-07-10,10,ET1,14
2018-07-11,2018-07-20,10,ET1,25
2018-07-21,2018-07-31,11,ET1,27
2018-08-01,2018-08-10,10,ET1,24
2018-08-11,2018-08-20,10,ET1,21
2018-08-21,2018-08-31,11,ET1,25
2018-09-01,2018-09-10,10,ET1,11
2018-09-11,2018-09-20,10,ET1,10
2018-09-21,2018-09-30,10,ET1,8
2019-05-01,2019-05-10,10,ET1,17
2019-05-11,2019-05-20,10,ET1,31
2019-05-21,2019-05-31,11,ET1,20
2019-06-01,2019-06-10,10,ET1,27
2019-06-11,2019-06-20,10,ET1,28
2019-06-21,2019-06-30,10,ET1,22
2019-07-01,2019-07-10,10,ET1,14
2019-07-11,2019-07-20,10,ET1,13
2019-07-21,2019-07-31,11,ET1,30
2019-08-01,2019-08-10,10,ET1,3
2019-08-11,2019-08-20,10,ET1,13
2019-08-21,2019-08-31,11,ET1,15
2019-09-01,2019-09-10,10,ET1,7
2019-09-11,2019-09-20,10,ET1,2
2019-09-21,2019-09-30,10,ET1,6
2020-05-01,2020-05-10,10,ET1,16
2020-05-11,2020-05-20,10,ET1,17
2020-05-21,2020-05-31,11,ET1,24
2020-06-01,2020-06-10,10,ET1,5
2020-06-11,2020-06-20,10,ET1,24
2020-06-21,2020-06-30,10,ET1,31
2020-07-01,2020-07-10,10,ET1,18
2020-07-11,2020-07-20,10,ET1,11
2020-07-21,2020-07-31,11,ET1,11
2020-08-01,2020-08-10,10,ET1,19
2020-08-11,2020-08-20,10,ET1,22
2020-08-21,2020-08-31,11,ET1,6
2020-09-01,2020-09-10,10,ET1,42
2020-09-11,2020-09-20,10,ET1,25
2020-09-21,2020-09-30,10,ET1,6
